n	potential_hex	potential	recurrence_upper	gap_lower	ratio_upper	evaluations
496	0x1.bec91b59d4c3dp+16	114377.106839464	114359.81398663137	17.292852832630157	0.46491735025146352	3865132
497	0x1.c096157adf195p+16	114838.08390611999	114820.72018104396	17.363725076036641	0.46491457358282512	3875755
498	0x1.c263fd0036e0dp+16	115299.98828452099	115282.55334390754	17.434940613456998	0.46491180902131024	3886369
499	0x1.c432d1e9dfad2p+16	115762.81997488	115745.31378533682	17.506189543171782	0.46490905648925118	3896998
500	0x1.c6029437ebea2p+16	116226.578978295	116209.0013041794	17.577674115600527	0.46490631591318016	3907614
501	0x1.c7d343eaa15e9p+16	116691.26529892501	116673.61603942333	17.649259501675257	0.46490358723242153	3918242
502	0x1.c9a4e1020d7efp+16	117156.87893757199	117139.15808372649	17.720853845501548	0.46490087037337519	3928860
503	0x1.cb776b7e3137ap+16	117623.419894291	117605.62710194962	17.792792341380842	0.46489816526009364	3939514
504	0x1.cd4ae35f181c1p+16	118090.88816977201	118073.02318035798	17.864989414025327	0.46489547181977536	3950175
505	0x1.cf1f48a4d8c14p+16	118559.283765361	118541.34586112686	17.937904234146114	0.4648927899827901	3960857
506	0x1.d0f49b4f797ebp+16	119028.60668143599	119010.59642597627	18.010255459725155	0.46489011967628002	3971544
507	0x1.d2cadb5f1d988p+16	119498.856920099	119480.77440688486	18.08251321414718	0.46488746083470089	3982252
508	0x1.d4a208d3dd669p+16	119970.034482801	119951.87929317367	18.155189627330397	0.46488481339048088	3992959
509	0x1.d67a23add20f2p+16	120442.139371041	120423.91140684989	18.227964191115458	0.46488217727676301	4003702
510	0x1.d8532becfdf4p+16	120915.171584961	120896.87087216158	18.300712799420577	0.46487955242199563	4014433
511	0x1.da2d2191639dcp+16	121389.131124712	121370.75672284131	18.37440187069296	0.46487693875525926	4025208
512	0x1.dc08049b1562cp+16	121864.01799138699	121845.56860063219	18.449390754802149	0.46487433620981994	4035984
