r2blk	20	350	1	1 1 1 1 1 2 2 2 2 2 1 1 1 1 1 2 2 2 2 2
r2blk	20	350	2	1 1 1 1 1 2 2 2 2 2 1 1 1 1 1 2 2 2 2 2
r2rnd	20	350	1	1 1 2 1 1 2 2 2 1 1 2 2 2 1 2 1 2 2 1 1
r2rnd	20	350	2	1 1 2 1 1 2 2 2 1 1 2 2 2 1 2 1 2 2 1 1
r3per	9	61	1	1 2 3 1 2 3 1 2 3
r3per	9	61	2	1 2 3 1 2 3 1 2 3
r3sum	9	61	1	1 1 1 2 2 2 3 3 3
r3sum	9	61	2	1 1 1 2 2 2 3 3 3
r3blk	9	61	1	1 1 2 2 3 3 1 2 3
r3blk	9	61	2	1 1 2 2 3 3 1 2 3
r3rnd	9	61	1	1 3 3 3 1 2 2 1 2
r3rnd	9	61	2	1 3 3 3 1 2 2 1 2
r3per	15	169	1	1 2 3 1 2 3 1 2 3 1 2 3 1 2 3
r3per	15	169	2	1 2 3 1 2 3 1 2 3 1 2 3 1 2 3
r3sum	15	169	1	1 1 1 1 1 2 2 2 2 2 3 3 3 3 3
r3sum	15	169	2	1 1 1 1 1 2 2 2 2 2 3 3 3 3 3
r3blk	15	169	1	1 1 1 2 2 2 3 3 3 1 1 2 2 3 3
r3blk	15	169	2	1 1 1 2 2 2 3 3 3 1 1 2 2 3 3
r3rnd	15	169	1	1 2 2 2 3 1 3 2 1 3 3 2 1 1 3
r3rnd	15	169	2	1 2 2 2 3 1 3 2 1 3 3 2 1 1 3
id	8	48	1	1 1 1 1 1 1 1 1
id	8	48	2	1 1 1 1 1 1 1 1
r2per	8	48	1	1 2 1 2 1 2 1 2
r2per	8	48	2	1 2 1 2 1 2 1 2
r2sum	8	48	1	1 1 1 1 2 2 2 2
r2sum	8	48	2	1 1 1 1 2 2 2 2
r2blk	8	48	1	1 1 2 2 1 1 2 2
r2blk	8	48	2	1 1 2 2 1 1 2 2
r2rnd	8	48	1	1 2 2 1 2 1 1 2
